cell_id,LST_Celsius,NDVI,NDBI,Elevation,lon,lat,road_length_m,distance_to_coast_m
3915,47.787058766087824,0.2450140677454426,0.0241278711667238,38.72915516289343,67.18163467757604,24.927495242552208,2510.0862690422887,12655.7033679403
3916,47.44434714801988,0.2754949007154703,-0.0007673871552768,40.49958632101489,67.18156844226701,24.93200854698716,3499.571863279492,13150.114584454685
3917,45.19177637348685,0.2294511334786042,-0.0297108110933417,43.85936853715703,67.18150219090823,24.936521848524634,9580.63456964085,13644.933104671169
3918,45.216308077357965,0.1884302217225124,-0.0058580384761963,46.39740761169331,67.18143592349716,24.94103514716423,10630.292001626114,14140.116169158637
3919,47.15079995111264,0.1866041283886711,0.0154581661555862,47.40727974631186,67.18136964003122,24.94554844290553,9846.916527320407,14635.626775894818
3920,47.500134978783954,0.1655651165105656,0.0390263908530913,47.90914104508479,67.18130334050784,24.95006173574814,9873.471216035272,15131.43274673715
3921,47.30161490352212,0.1719948828271403,0.0388614066156669,50.9269670662808,67.18123702492449,24.95457502569164,10792.22683576186,15627.505969103531
3922,50.83001737688958,0.1810347416751599,0.0852499618144047,51.97738866675856,67.18117069327856,24.95908831273564,1550.5696767305324,16123.821775852499
3923,49.51413905514963,0.1758634824511346,0.0662363529355405,54.52543774989659,67.1811043455675,24.96360159687972,10295.90834725456,16620.358434889305
3924,50.11438072443712,0.1567114698575364,0.0846221055873714,55.53807947019868,67.18103798178876,24.96811487812348,12191.788631674548,17117.096726623276
3925,50.30119240004142,0.1926983486650579,0.0734400762776009,56.935016556291394,67.18097160193976,24.97262815646651,9599.095372784395,17614.019592150347
3926,50.31772131850168,0.1656087738016114,0.0820955764641186,58.80642935982342,67.18090520601791,24.977141431908407,4117.864621346508,18111.11183876953
3927,49.59773415445397,0.154959102429615,0.0816157466956963,60.0399889685604,67.18083879402067,24.98165470444876,9169.930937697687,18608.35989225937
3928,49.59673440739895,0.1487183593554933,0.0795524279663902,62.999310059334896,67.18077236594547,24.98616797408718,13855.512222852529,19105.75158749264
3929,49.00749118830987,0.2554790462187646,0.0090954819250183,64.35818834576084,67.18070592178972,24.990681240823235,5861.494014167809,19603.27599065336
3930,50.06517264870033,0.1900785350060562,0.0580197529460998,66.92411699779248,67.18063946155088,24.995194504656546,5370.0429855387,20100.923247657563
3931,49.03330298811419,0.1778854688742146,0.0490702633171292,68.7293906810036,67.18057298522633,24.999707765586685,5847.279175075814,20598.68445436184
3932,48.63850958297645,0.191851580073048,0.0584575252392563,70.30136420008267,67.18050649281355,25.004221023613265,6847.030749895207,21096.551545032657
3933,49.87814447271601,0.1753866408408187,0.0811135341427317,71.68650957696016,67.18043998430991,25.00873427873585,7193.818915003327,21594.517196123543
3934,49.60387172619179,0.1345882387185845,0.102030813215159,75.64287682557179,67.1803734597129,25.01324753095409,3672.347125756427,22092.574742996832
3935,48.84993308124174,0.1387793876354783,0.0912007680660879,78.22254415011038,67.18030691901987,25.017760780267515,9259.008489312098,22590.718107570978
3936,49.99209585370674,0.1317230973871133,0.0976936735509436,79.37425851841631,67.1802403622283,25.02227402667576,7012.811599438284,23088.94173530336
