cell_id,lon,lat,road_length_m
0,66.90250842394018,24.74779484755205,0.0
1,66.90243265080301,24.75230750534918,0.0
2,66.90235685924681,24.756820160211454,0.0
3,66.90228104926867,24.761332812138477,0.0
4,66.90220522086565,24.765845461129803,0.0
5,66.90212937403484,24.770358107185025,0.0
6,66.9020535087733,24.77487075030371,0.0
7,66.90197762507815,24.779383390485428,0.0
8,66.90190172294645,24.783896027729778,0.0
9,66.90182580237523,24.788408662036314,0.0
10,66.9017498633616,24.792921293404618,0.0
11,66.90167390590265,24.79743392183428,0.0
12,66.9015979299954,24.801946547324857,0.0
13,66.90152193563696,24.80645916987594,0.0
14,66.90144592282441,24.8109717894871,0.0
15,66.90136989155478,24.815484406157914,0.0
16,66.90129384182515,24.819997019887957,0.0
17,66.90121777363261,24.82450963067681,0.0
18,66.90114168697423,24.82902223852405,0.0
19,66.90106558184704,24.83353484342926,0.0
20,66.9009894582481,24.838047445391997,0.0
21,66.90091331617451,24.842560044411858,75.72680788257783
22,66.90083715562332,24.847072640488413,4259.236503768671
23,66.90076097659158,24.85158523362124,16.491540733670018
24,66.90068477907637,24.856097823809918,0.0
25,66.90060856307471,24.860610411054022,0.0
26,66.9005323285837,24.86512299535312,0.0
27,66.90045607560039,24.86963557670681,0.0
28,66.90037980412183,24.874148155114657,730.5424562176979
29,66.90030351414505,24.87866073057624,322.6857858733385
30,66.90022720566712,24.883173303091137,585.9002979944455
31,66.90015087868515,24.887685872658924,7995.232303632633
32,66.90007453319609,24.89219843927918,7077.915175962953
33,66.89999816919709,24.896711002951488,424.86691463638334
34,66.89992178668513,24.901223563675412,0.0
35,66.8998453856573,24.905736121450552,0.0
36,66.89976896611064,24.910248676276467,0.0
37,66.89969252804217,24.914761228152738,0.0
38,66.89961607144896,24.919273777078953,0.0
39,66.89953959632808,24.92378632305468,0.0
40,66.89946310267655,24.9282988660795,0.0
41,66.89938659049139,24.932811406153,0.0
42,66.89931005976968,24.937323943274745,0.0
43,66.89923351050845,24.941836477444312,0.0
44,66.89915694270474,24.946349008661304,0.0
45,66.89908035635558,24.950861536925267,0.0
46,66.89900375145803,24.955374062235798,0.0
47,66.8989271280091,24.959886584592475,0.0
48,66.89885048600587,24.964399103994875,0.0
49,66.89877382544533,24.968911620442565,0.0
50,66.89869714632455,24.97342413393514,0.0
51,66.89862044864053,24.977936644472177,0.0
52,66.89854373239034,24.982449152053253,0.0
53,66.89846699757099,24.986961656677938,790.7874593154684
54,66.89839024417954,24.991474158345817,1608.8362009461048
55,66.89831347221295,24.99598665705647,164.47572040757183
56,66.89823668166834,25.000499152809482,0.0
57,66.89815987254268,25.00501164560442,0.0
58,66.89808304483302,25.009524135440873,119.26729904526935
59,66.89800619853634,25.014036622318418,275.12028139778886
60,66.89792933364973,25.01854910623663,0.0
61,66.89785245017022,25.023061587195095,0.0
62,66.89777554809476,25.027574065193388,0.0
63,66.89769862742044,25.032086540231084,147.4888589819037
64,66.89762168814424,25.036599012307764,0.0
65,66.89754473026319,25.041111481423023,0.0
66,66.89746775377434,25.045623947576416,0.0
67,66.89739075867469,25.050136410767546,0.0
68,66.90744998328564,24.747863954342897,0.0
69,66.90737438834728,24.752376626401773,0.0
70,66.90729877503315,24.75688929552681,0.0
71,66.9072231433404,24.76140196171759,0.0
72,66.90714749326604,24.76591462497368,0.0
73,66.90707182480722,24.770427285294655,0.0
74,66.90699613796096,24.7749399426801,0.0
75,66.9069204327244,24.779452597129584,0.0
76,66.9068447090946,24.78396524864269,0.0
77,66.90676896706864,24.788477897218996,0.0
78,66.90669320664362,24.792990542858075,0.0
79,66.90661742781658,24.797503185559506,0.0
80,66.90654163058464,24.802015825322854,0.0
81,66.90646581494484,24.80652846214771,0.0
82,66.90638998089429,24.811041096033655,0.0
83,66.90631412843004,24.815553726980255,0.0
84,66.90623825754918,24.820066354987087,0.0
85,66.90616236824879,24.82457898005374,0.0
86,66.90608646052593,24.82909160217978,0.0
87,66.90601053437766,24.833604221364784,0.0
88,66.90593458980106,24.838116837608336,0.0
89,66.9058586267932,24.84262945091001,1191.4055550257917
90,66.9057826453512,24.847142061269377,3837.562366844647
91,66.90570664547205,24.851654668686027,6793.019729462032
92,66.90563062715287,24.856167273159535,47.22264815607572
93,66.9055545903907,24.86067987468948,0.0
94,66.9054785351826,24.865192473275428,0.0
95,66.90540246152564,24.869705068916964,0.0
96,66.90532636941688,24.874217661613667,1956.7595540746565
97,66.90525025885344,24.87873025136512,3037.204948807816
98,66.9051741298323,24.88324283817089,5221.528755650923
99,66.90509798235055,24.887755422030562,12566.819668176664
100,66.90502181640528,24.892268002943723,6837.502330118997
101,66.90494563199348,24.896780580909926,584.2446276172731
102,66.9048694291123,24.901293155928766,8.646369066103015
103,66.9047932077587,24.905805727999812,0.0
104,66.9047169679298,24.910318297122668,0.0
105,66.90464070962261,24.914830863296874,0.0
106,66.90456443283426,24.919343426522047,0.0
107,66.90448813756171,24.92385598679773,0.0
108,66.90441182380208,24.928368544123526,0.0
109,66.90433549155239,24.932881098499006,0.0
110,66.90425914080967,24.937393649923735,0.0
111,66.90418277157102,24.941906198397316,0.0
112,66.90410638383345,24.94641874391932,0.0
113,66.90402997759404,24.95093128648932,0.0
114,66.90395355284977,24.955443826106897,0.0
115,66.90387710959777,24.95995636277162,0.0
116,66.90380064783503,24.964468896483094,1218.7481068817021
117,66.90372416755861,24.96898142724087,701.6466128398547
118,66.90364766876554,24.97349395504454,0.0
119,66.90357115145287,24.97800647989369,0.0
120,66.90349461561763,24.982519001787878,0.0
121,66.9034180612569,24.98703152072671,4981.707384724514
122,66.90334148836767,24.99154403670974,3101.4465335079954
123,66.903264896947,24.996056549736572,1792.4192896490135
124,66.9031882869919,25.00056905980676,0.0
125,66.90311165849945,25.005081566919905,0.0
126,66.90303501146666,25.009594071075572,1718.700899482047
127,66.90295834589055,25.014106572273352,1330.889536666013
128,66.90288166176819,25.018619070512813,0.0
129,66.90280495909658,25.023131565793538,539.7702218545392
130,66.90272823787275,25.027644058115115,5892.516027027973
131,66.90265149809373,25.032156547477115,4342.182049141943
132,66.9025747397566,25.036669033879125,731.3645071015482
133,66.90249796285829,25.04118151732071,1317.6772153233394
134,66.9024211673959,25.045693997801465,1051.7074745036412
135,66.90234435336646,25.050206475320966,0.0
136,66.91239156100394,24.74793289838107,0.0
137,66.9123161442673,24.752445584668138,0.0
138,66.91224070919817,24.75695826802236,0.0
139,66.9121652557937,24.761470948443314,0.0
140,66.91208978405093,24.765983625930588,0.0
141,66.91201429396699,24.770496300483735,0.0
142,66.91193878553894,24.775008972102356,0.0
143,66.91186325876389,24.779521640786015,0.0
144,66.91178771363893,24.784034306534302,0.0
145,66.91171215016114,24.78854696934678,0.0
146,66.91163656832762,24.79305962922303,0.0
147,66.91156096813543,24.797572286162637,0.0
148,66.9114853495817,24.802084940165166,0.0
149,66.91140971266346,24.806597591230197,0.0
